,game_location,game_season,game_year,discipline_title,event_gender,medal_type,participant_type,country_name,country_3_letter_code,year,population,gdp
7963,Japan,Winter,1998,Bobsleigh,Men,GOLD,GameTeam,Canada,CAN,1998.0,30155173.0,634000000000.0
7964,Japan,Winter,1998,Bobsleigh,Men,GOLD,GameTeam,Canada,CAN,1998.0,30155173.0,634000000000.0
7969,Japan,Winter,1998,Bobsleigh,Men,BRONZE,GameTeam,Great Britain,GBR,1998.0,58487141.0,1653391851606.49
7970,Japan,Winter,1998,Bobsleigh,Men,BRONZE,GameTeam,France,FRA,1998.0,60186284.0,1503108739159.44
7971,Japan,Winter,1998,Snowboard,Men,GOLD,Athlete,Canada,CAN,1998.0,30155173.0,634000000000.0
7972,Japan,Winter,1998,Snowboard,Men,SILVER,Athlete,Italy,ITA,1998.0,56906744.0,1270052525928.4
7975,Japan,Winter,1998,Snowboard,Men,SILVER,Athlete,Norway,NOR,1998.0,4431464.0,154163364302.66
7976,Japan,Winter,1998,Snowboard,Men,BRONZE,Athlete,United States of America,USA,1998.0,275854000.0,9062818202000.0
7977,Japan,Winter,1998,Snowboard,Women,GOLD,Athlete,France,FRA,1998.0,60186284.0,1503108739159.44
7979,Japan,Winter,1998,Snowboard,Women,BRONZE,Athlete,Austria,AUT,1998.0,7976789.0,218259904401.956
7981,Japan,Winter,1998,Snowboard,Women,SILVER,Athlete,Norway,NOR,1998.0,4431464.0,154163364302.66
7982,Japan,Winter,1998,Snowboard,Women,BRONZE,Athlete,United States of America,USA,1998.0,275854000.0,9062818202000.0
7983,Japan,Winter,1998,Biathlon,Women,GOLD,Athlete,Russian Federation,RUS,1998.0,147670784.0,270955486862.442
7987,Japan,Winter,1998,Biathlon,Women,SILVER,Athlete,Ukraine,UKR,1998.0,50144500.0,41883241477.8526
7989,Japan,Winter,1998,Biathlon,Men,GOLD,Athlete,Norway,NOR,1998.0,4431464.0,154163364302.66
7990,Japan,Winter,1998,Biathlon,Men,SILVER,Athlete,Italy,ITA,1998.0,56906744.0,1270052525928.4
7991,Japan,Winter,1998,Biathlon,Men,BRONZE,Athlete,Belarus,BLR,1998.0,10071963.0,15264369565.2174
7993,Japan,Winter,1998,Biathlon,Men,SILVER,GameTeam,Norway,NOR,1998.0,4431464.0,154163364302.66
7994,Japan,Winter,1998,Biathlon,Men,BRONZE,GameTeam,Russian Federation,RUS,1998.0,147670784.0,270955486862.442
7996,Japan,Winter,1998,Biathlon,Women,SILVER,GameTeam,Russian Federation,RUS,1998.0,147670784.0,270955486862.442
7997,Japan,Winter,1998,Biathlon,Women,BRONZE,GameTeam,Norway,NOR,1998.0,4431464.0,154163364302.66
7998,Japan,Winter,1998,Biathlon,Men,GOLD,Athlete,Norway,NOR,1998.0,4431464.0,154163364302.66
7999,Japan,Winter,1998,Biathlon,Men,SILVER,Athlete,Norway,NOR,1998.0,4431464.0,154163364302.66
8000,Japan,Winter,1998,Biathlon,Men,BRONZE,Athlete,Finland,FIN,1998.0,5153498.0,134038718291.055
8001,Japan,Winter,1998,Curling,Women,GOLD,GameTeam,Canada,CAN,1998.0,30155173.0,634000000000.0
8003,Japan,Winter,1998,Curling,Women,BRONZE,GameTeam,Sweden,SWE,1998.0,8850974.0,270809066780.714
8005,Japan,Winter,1998,Curling,Men,SILVER,GameTeam,Canada,CAN,1998.0,30155173.0,634000000000.0
8006,Japan,Winter,1998,Curling,Men,BRONZE,GameTeam,Norway,NOR,1998.0,4431464.0,154163364302.66
8007,Japan,Winter,1998,Short Track Speed Skating,Women,GOLD,GameTeam,Republic of Korea,KOR,1998.0,46286503.0,383330931042.356
8008,Japan,Winter,1998,Short Track Speed Skating,Women,SILVER,GameTeam,People's Republic of China,CHN,1998.0,1241935000.0,1029043097558.91
8009,Japan,Winter,1998,Short Track Speed Skating,Women,BRONZE,GameTeam,Canada,CAN,1998.0,30155173.0,634000000000.0
8010,Japan,Winter,1998,Short Track Speed Skating,Men,GOLD,Athlete,Republic of Korea,KOR,1998.0,46286503.0,383330931042.356
8011,Japan,Winter,1998,Short Track Speed Skating,Men,SILVER,Athlete,People's Republic of China,CHN,1998.0,1241935000.0,1029043097558.91
8012,Japan,Winter,1998,Short Track Speed Skating,Men,BRONZE,Athlete,Canada,CAN,1998.0,30155173.0,634000000000.0
8013,Japan,Winter,1998,Short Track Speed Skating,Men,GOLD,GameTeam,Canada,CAN,1998.0,30155173.0,634000000000.0
8014,Japan,Winter,1998,Short Track Speed Skating,Men,SILVER,GameTeam,Republic of Korea,KOR,1998.0,46286503.0,383330931042.356
8015,Japan,Winter,1998,Short Track Speed Skating,Men,BRONZE,GameTeam,People's Republic of China,CHN,1998.0,1241935000.0,1029043097558.91
8016,Japan,Winter,1998,Short Track Speed Skating,Men,GOLD,Athlete,Japan,JPN,1998.0,126400000.0,4098362709531.24
8017,Japan,Winter,1998,Short Track Speed Skating,Men,SILVER,Athlete,People's Republic of China,CHN,1998.0,1241935000.0,1029043097558.91
8018,Japan,Winter,1998,Short Track Speed Skating,Men,BRONZE,Athlete,Japan,JPN,1998.0,126400000.0,4098362709531.24
8019,Japan,Winter,1998,Short Track Speed Skating,Women,GOLD,Athlete,Canada,CAN,1998.0,30155173.0,634000000000.0
8020,Japan,Winter,1998,Short Track Speed Skating,Women,SILVER,Athlete,People's Republic of China,CHN,1998.0,1241935000.0,1029043097558.91
8021,Japan,Winter,1998,Short Track Speed Skating,Women,BRONZE,Athlete,Republic of Korea,KOR,1998.0,46286503.0,383330931042.356
8022,Japan,Winter,1998,Short Track Speed Skating,Women,GOLD,Athlete,Republic of Korea,KOR,1998.0,46286503.0,383330931042.356
8023,Japan,Winter,1998,Short Track Speed Skating,Women,SILVER,Athlete,People's Republic of China,CHN,1998.0,1241935000.0,1029043097558.91
8024,Japan,Winter,1998,Short Track Speed Skating,Women,BRONZE,Athlete,Republic of Korea,KOR,1998.0,46286503.0,383330931042.356
8025,United States,Summer,1996,Judo,Men,GOLD,Athlete,Japan,JPN,1996.0,125757000.0,4923391533851.63
8026,United States,Summer,1996,Judo,Men,SILVER,Athlete,Republic of Korea,KOR,1996.0,45524681.0,610169556840.077
8027,United States,Summer,1996,Judo,Men,BRONZE,Athlete,United States of America,USA,1996.0,269394000.0,8073122000000.0
8028,United States,Summer,1996,Judo,Men,BRONZE,Athlete,France,FRA,1996.0,59753095.0,1605675086549.56
8029,United States,Summer,1996,Judo,Women,GOLD,Athlete,Belgium,BEL,1996.0,10156637.0,279201433224.756
8030,United States,Summer,1996,Judo,Women,SILVER,Athlete,Japan,JPN,1996.0,125757000.0,4923391533851.63
